Offer,Lander,Country,Conversions as Counted for Conversion Cap,Conversion Cap,Visits,Clicks,Conversions,Revenue,Cost,Profit,CPV,CTR,CR,CV,ROI,EPV,EPC,AP,Errors
Global - CPL POP 3  BADOO (pop),Direct linking,Macedonia,,,3,0,0,0,0.0014,-0.0014,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Mauritius,,,3,0,0,0,0.001,-0.001,0.0003,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Netherlands,,,3,0,0,0,0.0011,-0.0011,0.0004,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Netherlands,,,3,0,0,0,0.0017,-0.0017,0.0006,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Panama,,,3,0,0,0,0.0008,-0.0008,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Paraguay,,,3,0,0,0,0.001,-0.001,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Paraguay,,,3,0,0,0,0.0009,-0.0009,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Tokelau,,,3,0,0,0,0.0014,-0.0014,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Turkey,,,3,0,0,0,0.0023,-0.0023,0.0008,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,South Africa,,,3,0,0,0,0.0006,-0.0006,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Zambia,,,3,0,0,0,0.0024,-0.0024,0.0008,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,United Arab Emirates,,,2,0,0,0,0.0012,-0.0012,0.0006,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Antigua And Barbuda,,,2,0,0,0,0.0006,-0.0006,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Armenia,,,2,0,0,0,0.0002,-0.0002,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Armenia,,,2,0,0,0,0.0003,-0.0003,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Angola,,,2,0,0,0,0.0017,-0.0017,0.0008,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Angola,,,2,0,0,0,0.0011,-0.0011,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Democratic Republic of the Congo,,,2,0,0,0,0.0006,-0.0006,0.0003,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Switzerland,,,2,0,0,0,0.0009,-0.0009,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Côte D'Ivoire,,,2,0,0,0,0.0016,-0.0016,0.0008,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,China,,,2,0,0,0,0.0006,-0.0006,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Costa Rica,,,2,0,0,0,0.0011,-0.0011,0.0006,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Germany,,,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Dominican Republic,,,2,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Algeria,,,2,0,0,0,0.0008,-0.0008,0.0004,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Ecuador,,,2,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,,,,2,0,0,0,0.0009,-0.0009,0.0004,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Guernsey,,,2,0,0,0,0.0001,-0.0001,0,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Greenland,,,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Guadeloupe,,,2,0,0,0,0.0004,-0.0004,0.0002,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Greece,,,2,0,0,0,0.0009,-0.0009,0.0004,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Indonesia,,,2,0,0,0,0.0012,-0.0012,0.0006,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Israel,,,2,0,0,0,0.0025,-0.0025,0.0013,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Liechtenstein,,,2,0,0,0,0.0008,-0.0008,0.0004,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Martinique,,,2,0,0,0,0.0023,-0.0023,0.0012,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Maldives,,,2,0,0,0,0.0005,-0.0005,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Maldives,,,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Namibia,,,2,0,0,0,0.0009,-0.0009,0.0004,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Netherlands,,,2,0,0,0,0.0006,-0.0006,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Nepal,,,2,0,0,0,0.001,-0.001,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Slovakia,,,2,0,0,0,0.0003,-0.0003,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,South Sudan,,,2,0,0,0,0.0013,-0.0013,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Sao Tome And Principe,,,2,0,0,0,0.001,-0.001,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Sao Tome And Principe,,,2,0,0,0,0.0014,-0.0014,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Syrian Arab Republic,,,2,0,0,0,0.0014,-0.0014,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Tokelau,,,2,0,0,0,0.0011,-0.0011,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Taiwan,,,2,0,0,0,0.0003,-0.0003,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Uganda,,,2,0,0,0,0.0008,-0.0008,0.0004,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,"Virgin Islands, British",,,2,0,0,0,0.0009,-0.0009,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Zambia,,,2,0,0,0,0.001,-0.001,0.0005,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Zimbabwe,,,2,0,0,0,0.0015,-0.0015,0.0008,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Andorra,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,United Arab Emirates,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Antigua And Barbuda,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Antigua And Barbuda,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Armenia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Armenia,,,1,0,0,0,0.0006,-0.0006,0.0006,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Angola,,,1,0,0,0,0.0014,-0.0014,0.0014,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Argentina,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Australia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Azerbaijan,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Bosnia And Herzegovina,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Belgium,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Bahrain,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Bolivia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Botswana,,,1,0,0,0,0.001,-0.001,0.001,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Belize,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Belize,,,1,0,0,0,0.001,-0.001,0.001,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Congo,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Switzerland,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,China,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Colombia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Costa Rica,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Cuba,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Germany,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Djibouti,,,1,0,0,0,0.001,-0.001,0.001,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Dominican Republic,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Ecuador,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Estonia,,,1,0,0,0,0.0015,-0.0015,0.0015,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Egypt,,,1,0,0,0,0.0002,-0.0002,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Eritrea,,,1,0,0,0,0.0008,-0.0008,0.0008,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Falkland Islands (Malvinas),,,1,0,0,0,0.0009,-0.0009,0.0009,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Falkland Islands (Malvinas),,,1,0,0,0,0.0009,-0.0009,0.0009,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,France,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,France,,,1,0,0,0,0.0006,-0.0006,0.0006,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Gabon,,,1,0,0,0,0.0009,-0.0009,0.0009,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,United Kingdom,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,United Kingdom,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,United Kingdom,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Guernsey,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Guernsey,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Gibraltar,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Greenland,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Greenland,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Gambia,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Gambia,,,1,0,0,0,0.0011,-0.0011,0.0011,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Greece,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Guatemala,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Guam,,,1,0,0,0,0.0002,-0.0002,0.0002,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Honduras,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Honduras,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Croatia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Croatia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Iran,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Italy,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Italy,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Italy,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Jordan,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Jordan,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Japan,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Kyrgyzstan,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Kyrgyzstan,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,North Korea,,,1,0,0,0,0.0006,-0.0006,0.0006,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Lebanon,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Sri Lanka,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Liberia,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Macedonia,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Macedonia,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Myanmar,,,1,0,0,0,0.0017,-0.0017,0.0017,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,New Caledonia,,,1,0,0,0,0.0003,-0.0003,0.0003,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Nigeria,,,1,0,0,0,0.0011,-0.0011,0.0011,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Nicaragua,,,1,0,0,0,0.0009,-0.0009,0.0009,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Norway,,,1,0,0,0,0.0006,-0.0006,0.0006,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Nepal,,,1,0,0,0,0.0015,-0.0015,0.0015,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Peru,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Peru,,,1,0,0,0,0.0008,-0.0008,0.0008,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,French Polynesia,,,1,0,0,0,0.0009,-0.0009,0.0009,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,French Polynesia,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Palestine,,,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Qatar,,,1,0,0,0,0.0005,-0.0005,0.0005,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Russian Federation,,,1,0,0,0,0.0002,-0.0002,0.0002,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Rwanda,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Sierra Leone,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Senegal,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Somalia,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Syrian Arab Republic,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - BADOO TOP ROOM,Direct linking,Syrian Arab Republic,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO,Direct linking,Turkmenistan,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Tonga,,,1,0,0,0,0.0007,-0.0007,0.0007,0,0,0,-1,0,0,0,0
Global - BADOO FREE TOKENS,Direct linking,Turkey,,,1,0,0,0,0.0015,-0.0015,0.0015,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Ukraine,,,1,0,0,0,0.0008,-0.0008,0.0008,0,0,0,-1,0,0,0,0
Global - CPL POP 3  BADOO (pop),Direct linking,Ukraine,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Uganda,,,1,0,0,0,0.0006,-0.0006,0.0006,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Uzbekistan,,,1,0,0,0,0.0004,-0.0004,0.0004,0,0,0,-1,0,0,0,0
Global - CPL POP 4  BADOO (pop),Direct linking,Venezuela,,,1,0,0,0,0.0001,-0.0001,0.0001,0,0,0,-1,0,0,0,0
Global - BADOO Land variation,Direct linking,Yemen,,,1,0,0,0,0.0008,-0.0008,0.0008,0,0,0,-1,0,0,0,0
Global - CPL SMARTLINK BADOO (INDEX),Direct linking,Mayotte,,,1,0,0,0,0.0002,-0.0002,0.0002,0,0,0,-1,0,0,0,0